2026-01-11 22:28:47,315 INFO    MainThread:46755 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_setup.py:_flush():80] Configure stats pid to 46755
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_setup.py:_flush():80] Loading settings from /Users/bytedance/.config/wandb/settings
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_setup.py:_flush():80] Loading settings from /Users/bytedance/Documents/ofc_ml/wandb/settings
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_setup.py:_flush():80] Loading settings from environment variables
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_init.py:setup_run_log_directory():714] Logging user logs to /Users/bytedance/Documents/ofc_ml/wandb/run-20260111_222847-2o9sg19b/logs/debug.log
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to /Users/bytedance/Documents/ofc_ml/wandb/run-20260111_222847-2o9sg19b/logs/debug-internal.log
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_init.py:init():841] calling init triggers
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.0005, 'batch_size': 64, 'epochs': 100, 'optimizer': 'AdamW', 'weight_decay': 0.0001, 'scheduler': 'CosineAnnealingWarmRestarts', 'T_0': 20, 'T_mult': 2, 'eta_min': 1e-06, 'patience': 30, 'input_dim': 207, 'output_dim': 95, 'num_spectral': 95, 'num_scalar': 4, 'num_cat': 13, 'num_mask': 95, 'device': 'cpu', 'train_samples': 490, 'val_samples': 98, 'random_state': 42, '_wandb': {}}
2026-01-11 22:28:47,316 INFO    MainThread:46755 [wandb_init.py:init():889] starting backend
2026-01-11 22:28:48,358 INFO    MainThread:46755 [wandb_init.py:init():892] sending inform_init request
2026-01-11 22:28:48,507 INFO    MainThread:46755 [wandb_init.py:init():900] backend started and connected
2026-01-11 22:28:48,531 INFO    MainThread:46755 [wandb_init.py:init():970] updated telemetry
2026-01-11 22:28:48,553 INFO    MainThread:46755 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2026-01-11 22:28:50,153 INFO    MainThread:46755 [wandb_init.py:init():1041] starting run threads in backend
2026-01-11 22:28:50,224 INFO    MainThread:46755 [wandb_run.py:_console_start():2521] atexit reg
2026-01-11 22:28:50,224 INFO    MainThread:46755 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2026-01-11 22:28:50,224 INFO    MainThread:46755 [wandb_run.py:_redirect():2438] Wrapping output streams.
2026-01-11 22:28:50,224 INFO    MainThread:46755 [wandb_run.py:_redirect():2461] Redirects installed.
2026-01-11 22:28:50,243 INFO    MainThread:46755 [wandb_init.py:init():1081] run started, returning control to user process
2026-01-11 22:28:50,243 INFO    MainThread:46755 [wandb_watch.py:_watch():68] Watching
2026-01-11 22:32:56,638 INFO    MainThread:46755 [wandb_run.py:_finish():2287] finishing run zhuyukang2000-bytedance/ofc-2026-ml-challenge/2o9sg19b
2026-01-11 22:32:56,638 INFO    MainThread:46755 [wandb_run.py:_atexit_cleanup():2486] got exitcode: 0
2026-01-11 22:32:56,639 INFO    MainThread:46755 [wandb_run.py:_restore():2468] restore
2026-01-11 22:32:56,639 INFO    MainThread:46755 [wandb_run.py:_restore():2474] restore done
2026-01-11 22:32:59,548 INFO    MainThread:46755 [wandb_run.py:_footer_sync_info():3862] logging synced files
